Symbol,Company Name,Industry,Market Cap
NRG,NRG Energy,Independent Power and Renewable Elect...,9.60B
NRIM,Northrim BanCorp,Banks,263.26M
NRIX,Nurix Therapeutics,Biotechnology,852.55M
NRP,Natural Resource Partners LP,"Oil, Gas &amp; Consumable Fuels",428.34M
NRSN,NeuroSense Therapeutics,Biotechnology,25.31M
NRT,North European Oil Royalty Trust,"Oil, Gas &amp; Consumable Fuels",96.43M
NRXP,NRx Pharmaceuticals,Biotechnology,194.66M
NRZ,New Residential Investment,"Mortgage Real Estate Investment 
Trus...",4.90B
NS,NuStar Energy,"Oil, Gas &amp; Consumable Fuels",1.77B
NSA,National Storage Affiliates Trust,"Equity Real Estate 
Investment Trusts...",5.45B
NSC,Norfolk Southern,Road &amp; Rail,67.27B
NSEC,National Security Group,Insurance,22.79M
NSIT,Insight Enterprises,"Electronic Equipment, Instruments &amp; C...",3.35B
NSP,Insperity,Professional Services,4.03B
NSPR,InspireMD,Health Care Equipment &amp; Supplies,22.74M
NSR,Nomad Royalty Company,Other Precious Metals &amp; Mining,421.86M
NSSC,Napco Security Technologies,"Electronic Equipment, Instruments &amp; C...",742.32M
NSTB,Northern Star Investment II,Blank Check / SPAC,485.50M
NSTC,Northern Star Investment III,Blank Check / SPAC,484.50M
NSTD,Northern Star Investment IV,Blank Check / SPAC,485.00M
NSTG,NanoString Technologies,Life Sciences Tools &amp; Services,1.49B
NSTS,NSTS Bancorp,n/a,67.73M
NSYS,Nortech Systems,"Electronic Equipment, Instruments &amp; C...",27.66M
NTAP,NetApp,"Technology Hardware, Storage &amp; Periph...",18.73B
NTB,The Bank of N.T. Butterfield &amp; Son,Banks,1.88B
NTCO,Natura &amp;Co Holding,Personal Products,5.85B
NTCT,NetScout Systems,Communications Equipment,2.22B
NTES,NetEase,Entertainment,69.93B
NTGR,Netgear,Communications Equipment,790.74M
NTIC,Northern Technologies International,Chemicals,115.23M
NTIP,Network-1 Technologies,Communications Equipment,63.14M
NTLA,Intellia Therapeutics,Biotechnology,6.07B
NTNX,Nutanix,Software,5.78B
NTP,Nam Tai Property,Real Estate Management &amp; Development,339.19M
NTR,Nutrien,Chemicals,40.71B
NTRA,Natera,Biotechnology,5.93B
NTRB,Nutriband,Biotechnology,37.70M
NTRS,Northern Trust,Capital Markets,23.66B
NTST,NetSTREIT,"Equity Real Estate 
Investment Trusts...",975.91M
NTUS,Natus Medical,Health Care Equipment &amp; Supplies,832.63M
NTWK,NetSol Technologies,Software,44.42M
NTZ,Natuzzi S.p.A,Household Durables,131.76M
NU,Nu Holdings,Banks-Diversified,34.75B
NUAN,Nuance Communications,Software,17.53B
NUE,Nucor,Metals &amp; Mining,26.59B
NURO,NeuroMetrix,Health Care Equipment &amp; Supplies,31.91M
NUS,Nu Skin Enterprises,Personal Products,2.52B
NUVA,NuVasive,Health Care Equipment &amp; Supplies,2.99B
NUVB,Nuvation Bio,Biotechnology,1.25B
NUVL,Nuvalent,Biotechnology,595.82M
NUWE,Nuwellis,Medical Devices,10.64M
NUZE,NuZee,Food Products,46.42M
NVAX,Novavax,Biotechnology,6.40B
NVCN,Neovasc,Health Care Equipment &amp; Supplies,30.41M
NVCR,Novocure,Health Care Equipment &amp; Supplies,6.97B
NVDA,NVIDIA,Semiconductors &amp; Semiconductor Equipment,582.48B
NVEC,NVE Corporation,Semiconductors &amp; Semiconductor Equipment,292.78M
NVEE,NV5 Global,Construction &amp; Engineering,1.66B
NVEI,Nuvei,Software-Infrastructure,8.57B
NVFY,Nova Lifestyle,Household Durables,10.73M
NVGS,Navigator Holdings,"Oil, Gas &amp; Consumable Fuels",672.25M
NVIV,Invivo Therapeutics Holdings,Health Care Equipment &amp; Supplies,15.93M
NVMI,Nova Ltd.,Semiconductors &amp; Semiconductor Equipment,3.26B
NVNO,enVVeno Medical,Medical Devices,53.24M
NVO,Novo Nordisk,Pharmaceuticals,218.46B
NVOS,Novo Integrated Sciences,Health Care Providers &amp; Services,35.01M
NVR,"NVR, Inc.",Household Durables,17.95B
NVRO,Nevro,Health Care Equipment &amp; Supplies,3.00B
NVS,Novartis AG,Pharmaceuticals,194.84B
NVSA,New Vista Acquisition,Blank Check / SPAC,335.34M
NVST,Envista Holdings,Health Care Equipment &amp; Supplies,6.92B
NVT,nVent Electric,Electrical Equipment,5.82B
NVTA,Invitae,Biotechnology,2.45B
NVTS,Navitas Semiconductor,Semiconductors,1.20B
NVVE,Nuvve Holding,Specialty Retail,135.74M
NWBI,Northwest Bancshares,Thrifts &amp; Mortgage Finance,1.81B
NWE,NorthWestern,Multi-Utilities,3.16B
NWFL,Norwood Financial,Banks,224.52M
NWG,NatWest Group,Banks,37.36B
NWL,Newell Brands,Household Durables,9.78B
NWLI,National Western Life Group,Insurance,766.73M
NWN,Northwest Natural Holding Company,Gas Utilities,1.46B
NWPX,Northwest Pipe Company,Construction &amp; Engineering,276.47M
NWS,News Corporation,Media,11.59B
NWSA,News Corporation,Media,11.59B
NX,Quanex Building Products,Building Products,735.11M
NXE,NexGen Energy,"Oil, Gas &amp; Consumable Fuels",1.95B
NXGL,NexGel,Medical Instruments &amp; Supplies,13.86M
NXGN,NextGen Healthcare,Health Care Technology,1.23B
NXPI,NXP Semiconductors NV,Semiconductors &amp; Semiconductor Equipment,53.17B
NXPL,NextPlat,Communication Equipment,21.89M
NXRT,NexPoint Residential Trust,"Equity Real Estate 
Investment Trusts...",1.97B
NXST,Nexstar Media Group,Media,6.48B
NXTC,NextCure,Biotechnology,148.08M
NXTD,Nxt-ID,Software,26.96M
NXTP,NextPlay Technologies,Information Technology Services,72.08M
NXU,Novus Capital Corporation II,Blank Check / SPAC,356.50M
NYC,New York City REIT,REIT-Office,152.56M
NYCB,New York Community Bancorp,Thrifts &amp; Mortgage Finance,5.63B
NYMT,New York Mortgage Trust,"Mortgage Real Estate Investment 
Trus...",1.36B
NYMX,Nymox Pharmaceutical,Biotechnology,122.95M
NYT,The New York Times Company,Media,6.65B
NYXH,Nyxoah,Medical Instruments &amp; Supplies,773.17M
O,Realty Income,"Equity Real Estate 
Investment Trusts...",38.43B
OACB,Oaktree Acquisition II,Blank Check / SPAC,310.00M
OAS,Oasis Petroleum,"Oil, Gas &amp; Consumable Fuels",2.49B
OB,Outbrain,Internet Content &amp; Information,720.77M
OBAS,Optibase,Real Estate Management &amp; Development,64.53M
OBCI,Ocean Bio-Chem,Household Products,85.85M
OBLG,Oblong,Software-Application,21.57M
OBNK,Origin Bancorp,Banks,997.88M
OBSV,ObsEva,Biotechnology,131.77M
OBT,Orange County Bancorp,Banks-Regional,229.72M
OC,Owens Corning,Building Products,8.97B
OCA,Omnichannel Acquisition,Blank Check / SPAC,256.83M
OCAX,OCA Acquisition,Blank Check / SPAC,186.69M
OCC,Optical Cable,Communications Equipment,33.77M
OCCI,OFS Credit Company,Asset Management,116.31M
OCDX,Ortho Clinical Diagnostics Holdings,Health Care Equipment &amp; Supplies,4.26B
OCFC,OceanFirst Financial,Thrifts &amp; Mortgage Finance,1.33B
OCFT,OneConnect Financial Technology Co.,Software,838.49M
OCG,Oriental Culture Holding,Internet Retail,106.93M
OCGN,Ocugen,Biotechnology,653.33M
OCN,Ocwen Financial,Thrifts &amp; Mortgage Finance,347.24M
OCSL,Oaktree Specialty Lending,Capital Markets,1.34B
OCUL,Ocular Therapeutix,Pharmaceuticals,421.36M
OCUP,Ocuphire Pharma,Biotechnology,58.23M
OCX,OncoCyte,Biotechnology,155.41M
ODC,Oil-Dri Corporation of America,Household Products,252.69M
ODFL,Old Dominion Freight Line,Road &amp; Rail,34.14B
ODP,The ODP Corporation,Specialty Retail,2.15B
OEC,Orion Engineered Carbons,Chemicals,1.05B
OEG,Orbital Energy Group,Utilities-Diversified,110.64M
OEPW,One Equity Partners Open Water I,Blank Check / SPAC,419.18M
OESX,Orion Energy Systems,Electrical Equipment,98.19M
OFC,Corporate Office Properties Trust,"Equity Real Estate 
Investment Trusts...",2.87B
OFED,Oconee Federal Financial,Thrifts &amp; Mortgage Finance,133.86M
OFG,OFG Bancorp,Banks,1.35B
OFIX,Orthofix Medical,Health Care Equipment &amp; Supplies,624.15M
OFLX,Omega Flex,Machinery,1.42B
OFS,OFS Capital,Capital Markets,139.29M
OG,Onion Global,Software-Application,179.39M
OGE,OGE Energy,Electric Utilities,7.47B
OGEN,Oragenics,Biotechnology,53.54M
OGI,OrganiGram Holdings,Pharmaceuticals,449.95M
OGN,Organon &amp; Co.,Drug Manufacturers-General,7.85B
OGS,ONE Gas,Gas Utilities,4.14B
OHAA,OPY Acquisition I,Blank Check / SPAC,131.49M
OHI,Omega Healthcare Investors,"Equity Real Estate 
Investment Trusts...",7.26B
OHPA,Orion Acquisition,Blank Check / SPAC,501.97M
OI,O-I Glass,Containers &amp; Packaging,2.08B
OII,Oceaneering International,Energy Equipment &amp; Services,1.23B
OIIM,O2Micro International,Semiconductors &amp; Semiconductor Equipment,114.33M
OIS,Oil States International,Energy Equipment &amp; Services,362.12M
OKE,ONEOK,"Oil, Gas &amp; Consumable Fuels",26.10B
OKTA,"Okta, Inc.",IT Services,29.28B
OLB,The OLB Group,Software-Application,21.83M
OLED,Universal Display,Semiconductors &amp; Semiconductor Equipment,6.86B
OLK,Olink Holding AB (publ),Diagnostics &amp; Research,1.67B
OLLI,Ollie's Bargain Outlet Holdings,Multiline Retail,2.80B
OLMA,Olema Pharmaceuticals,Biotechnology,239.71M
OLN,Olin Corporation,Chemicals,7.67B
OLO,"Olo, Inc.",Software-Application,2.29B
OLP,One Liberty Properties,"Equity Real Estate 
Investment Trusts...",636.12M
OLPX,Olaplex Holdings,Specialty Retail,12.37B
OM,Outset Medical,Medical Devices,1.81B
OMAB,Grupo Aeroportuario del Centro Norte,Transportation Infrastructure,2.51B
OMC,Omnicom Group,Media,16.07B
OMCL,Omnicell,Health Care Technology,6.51B
OMEG,Omega Alpha SPAC,Blank Check / SPAC,173.07M
OMER,Omeros,Pharmaceuticals,331.47M
OMEX,Odyssey Marine Exploration,Commercial Services &amp; Supplies,82.18M
OMF,OneMain Holdings,Consumer Finance,6.59B
OMGA,Omega Therapeutics,Biotechnology,441.92M
OMI,Owens &amp; Minor,Health Care Providers &amp; Services,3.31B
OMIC,Singular Genomics Systems,Medical Instruments &amp; Supplies,521.70M
OMP,Oasis Midstream Partners LP,"Oil, Gas &amp; Consumable Fuels",1.18B
OMQS,OMNIQ,Software-Application,44.98M
ON,ON Semiconductor,Semiconductors &amp; Semiconductor Equipment,23.58B
ONB,Old National Bancorp,Banks,3.09B
ONCR,Oncorus,Biotechnology,86.20M
ONCS,OncoSec Medical,Biotechnology,32.12M
ONCT,Oncternal Therapeutics,Biotechnology,94.41M
ONCY,Oncolytics Biotech,Biotechnology,105.10M
ONDS,Ondas Holdings,Communication Equipment,170.09M
ONE,OneSmart International Education Group,Diversified Consumer Services,25.20M
ONEM,1Life Healthcare,Health Care Equipment &amp; Supplies,2.00B
ONEW,OneWater Marine,Specialty Retail,725.44M
ONL,Orion Office REIT,REIT-Office,929.79M
ONON,On Holding AG,Apparel Retail,7.97B
ONTF,"ON24, Inc.",Software-Application,749.67M
ONTO,Onto Innovation,Semiconductors &amp; Semiconductor Equipment,4.41B
ONTX,Onconova Therapeutics,Pharmaceuticals,39.07M
ONVO,Organovo Holdings,Biotechnology,24.29M
ONYX,Onyx Acquisition Co. I,Blank Check / SPAC,277.20M
OOMA,"Ooma, Inc.",Diversified Telecommunication Services,436.73M
OP,OceanPal,Marine Shipping,4.94M
OPA,Magnum Opus Acquisition,Blank Check / SPAC,248.05M
OPAD,Offerpad Solutions,Real Estate Services,862.81M
OPBK,OP Bancorp,Thrifts &amp; Mortgage Finance,193.25M
OPCH,Option Care Health,Medical Care Facilities,3.97B
OPEN,Opendoor Technologies,Real Estate Management &amp; Development,5.80B
OPFI,OppFi,Software-Application,58.97M
OPGN,OpGen,Biotechnology,40.47M
OPHC,OptimumBank Holdings,Banks,20.37M
OPI,Office Properties Income Trust,"Equity Real Estate 
Investment Trusts...",1.22B
OPK,OPKO Health,Biotechnology,2.89B
OPNT,Opiant Pharmaceuticals,Pharmaceuticals,121.03M
OPOF,Old Point Financial,Banks,122.75M
OPRA,Opera,Software,735.78M
OPRT,Oportun Financial,Consumer Finance,538.53M
OPRX,OptimizeRx,Health Care Technology,745.79M
OPT,Opthea,Biotechnology,319.16M
OPTN,OptiNose,Pharmaceuticals,180.02M
OPTT,Ocean Power Technologies,Electrical Equipment,60.34M
OPY,Oppenheimer Holdings,Capital Markets,525.43M
OR,Osisko Gold Royalties,Metals &amp; Mining,1.94B
ORA,Ormat Technologies,Independent Power and Renewable Elect...,4.11B
ORAN,Orange,Diversified Telecommunication Services,29.76B
ORC,Orchid Island Capital,"Mortgage Real Estate Investment 
Trus...",684.96M
ORCC,Owl Rock Capital,Capital Markets,5.61B
ORCL,Oracle,Software,219.56B
ORGN,Origin Materials,"Mortgage Real Estate Investment 
Trus...",765.60M
ORGO,Organogenesis Holdings,Biotechnology,940.39M
ORGS,Orgenesis,Biotechnology,65.54M
ORI,Old Republic International,Insurance,7.44B
ORIA,Orion Biotech Opportunities,Blank Check / SPAC,242.19M
ORIC,Oric Pharmaceuticals,Biotechnology,430.44M
ORLA,Orla Mining,Gold,950.55M
ORLY,O'Reilly Automotive,Specialty Retail,42.85B
ORMP,Oramed Pharmaceuticals,Pharmaceuticals,341.30M
ORN,Orion Group Holdings,Construction &amp; Engineering,104.36M
ORPH,Orphazyme,Biotechnology,75.99M
ORRF,Orrstown Financial Services,Banks,274.90M
ORTX,Orchard Therapeutics,Biotechnology,126.75M
OSBC,Old Second Bancorp,Banks,628.21M
OSCR,Oscar Health,Healthcare Plans,1.29B
OSG,Overseas Shipholding Group,"Oil, Gas &amp; Consumable Fuels",156.91M
OSH,Oak Street Health,Health Care Providers &amp; Services,4.21B
OSI,Osiris Acquisition,Blank Check / SPAC,278.30M
OSIS,OSI Systems,"Electronic Equipment, Instruments &amp; C...",1.55B
OSK,Oshkosh,Machinery,7.72B
OSPN,OneSpan,Software,634.25M
OSS,One Stop Systems,"Technology Hardware, Storage &amp; Periph...",80.45M
OSTK,Overstock.com,Internet &amp; Direct Marketing Retail,1.76B
OSTR,Oyster Enterprises Acquisition,Blank Check / SPAC,279.16M
OSUR,OraSure Technologies,Health Care Equipment &amp; Supplies,634.66M
OSW,OneSpaWorld Holdings,Diversified Consumer Services,917.11M
OTEC,OceanTech Acquisitions I,Blank Check / SPAC,129.98M
OTEX,Open Text,Software,12.66B
OTIC,Otonomy,Pharmaceuticals,105.99M
OTIS,Otis Worldwide,Machinery,35.30B
OTLK,Outlook Therapeutics,Biotechnology,275.84M
OTLY,Oatly Group AB,Beverages-Non-Alcoholic,3.86B
OTMO,Otonomo Technologies,Software-Application,350.31M
OTRA,OTR Acquisition,Blank Check / SPAC,134.14M
OTRK,Ontrak,Health Care Providers &amp; Services,65.16M
OTTR,Otter Tail,Electric Utilities,2.62B
OUST,Ouster,Electronic Components,593.75M
OUT,OUTFRONT Media,"Equity Real Estate 
Investment Trusts...",3.48B
OVBC,Ohio Valley Banc,Banks,143.22M
OVID,Ovid Therapeutics,Biotechnology,211.09M
OVLY,Oak Valley Bancorp,Banks,144.27M
OVV,Ovintiv,"Oil, Gas &amp; Consumable Fuels",9.66B
OWL,Blue Owl Capital,Asset Management,4.45B
OWLT,Owlet,Medical Devices,212.15M
OXAC,Oxbridge Acquisition,Blank Check / SPAC,143.45M
OXBR,Oxbridge Re Holdings,Insurance,27.75M
OXM,Oxford Industries,"Textiles, Apparel &amp; Luxury Goods",1.49B
OXSQ,Oxford Square Capital,Capital Markets,199.12M
OXUS,Oxus Acquisition,Blank Check / SPAC,215.56M
OXY,Occidental Petroleum,"Oil, Gas &amp; Consumable Fuels",31.52B
OYST,Oyster Point Pharma,Biotechnology,339.61M
OZ,"Belpointe PREP, LLC",Real Estate-Development,0.00
OZK,Bank OZK,Banks,6.20B
OZON,Ozon Holdings,Internet &amp; Direct Marketing Retail,3.88B
PAA,"Plains All American Pipeline,","Oil, Gas &amp; Consumable Fuels",7.23B
PAAS,Pan American Silver,Metals &amp; Mining,4.97B
PAC,Grupo Aeroportuario del Pacifico,Transportation Infrastructure,7.02B
PACB,Pacific Biosciences of California,Life Sciences Tools &amp; Services,2.22B
PACK,Ranpak Holdings,Containers &amp; Packaging,2.18B
PACW,PacWest Bancorp,Banks,5.76B
PACX,Pioneer Merger,Shell Companies,491.05M
PAE,PAE Incorporated,Specialty Business Services,930.24M
PAFO,Pacifico Acquisition,Blank Check / SPAC,74.80M
PAG,Penske Automotive Group,Specialty Retail,7.68B
PAGP,Plains GP Holdings LP,"Oil, Gas &amp; Consumable Fuels",2.15B
PAGS,PagSeguro Digital,IT Services,6.82B
PAHC,Phibro Animal Health,Pharmaceuticals,808.05M
PALI,Palisade Bio,Biotechnology,14.32M
PALT,Paltalk,Software-Application,23.72M
PAM,Pampa Energia,Electric Utilities,1.03B
PANA,Panacea Acquisition II,Blank Check / SPAC,227.92M
PANL,Pangaea Logistics Solutions,Marine,171.61M
PANW,Palo Alto Networks,Software,47.72B
PAQC,Provident Acquisition,Blank Check / SPAC,279.74M
PAR,PAR Technology,"Electronic Equipment, Instruments &amp; C...",1.01B
PARR,Par Pacific Holdings,"Oil, Gas &amp; Consumable Fuels",881.20M
PASG,Passage Bio,Biotechnology,258.74M
PATH,UiPath,Software-Infrastructure,18.24B
PATI,Patriot Transportation Holding,Road &amp; Rail,27.91M
PATK,Patrick Industries,Building Products,1.49B
PAVM,PAVmed,Health Care Equipment &amp; Supplies,138.06M
PAX,Patria Investments,Asset Management,2.28B
PAY,Paymentus Holdings,"Electronic Equipment, Instruments &amp; C...",2.99B
PAYA,Paya Holdings,Software-Infrastructure,765.72M
PAYC,Paycom Software,Software,18.61B
PAYO,Payoneer Global,Software-Infrastructure,1.78B
PAYS,PaySign,IT Services,95.89M
PAYX,Paychex,IT Services,42.81B
PB,Prosperity Bancshares,Banks,6.87B
PBA,Pembina Pipeline,"Oil, Gas &amp; Consumable Fuels",17.20B
PBAX,Phoenix Biotech Acquisition,Blank Check / SPAC,202.68M
PBBK,PB Bankshares,Banks-Regional,38.10M
PBCT,People's United Financial,Banks,7.93B
PBF,PBF Energy,"Oil, Gas &amp; Consumable Fuels",1.88B
PBFS,Pioneer Bancorp,Thrifts &amp; Mortgage Finance,286.79M
PBFX,PBF Logistics LP,"Oil, Gas &amp; Consumable Fuels",788.34M
PBH,Prestige Consumer Healthcare,Pharmaceuticals,2.90B
PBHC,Pathfinder Bancorp,Banks,101.74M
PBI,Pitney Bowes,Commercial Services &amp; Supplies,1.02B
PBIP,Prudential Bancorp,Thrifts &amp; Mortgage Finance,107.45M
PBLA,Panbela Therapeutics,Biotechnology,21.29M
PBPB,Potbelly,"Hotels, Restaurants &amp; Leisure",162.73M
PBR,Petroleo Brasileiro,"Oil, Gas &amp; Consumable Fuels",82.64B
PBR.A,Petroleo Brasileiro,"Oil, Gas &amp; Consumable Fuels",70.84B
PBT,Permian Basin Royalty Trust,"Oil, Gas &amp; Consumable Fuels",602.65M
PBTS,Powerbridge Technologies Co.,Software,21.69M
PBYI,Puma Biotechnology,Biotechnology,98.13M
PCAR,PACCAR,Machinery,31.79B
PCB,PCB Bancorp,Banks,337.65M
PCCT,Perception Capital II,Blank Check / SPAC,248.25M
PCG,PG&amp;E Corporation,Electric Utilities,27.51B
PCH,PotlatchDeltic,"Equity Real Estate 
Investment Trusts...",3.59B
PCOM,Points.com,Internet &amp; Direct Marketing Retail,247.39M
PCOR,Procore Technologies,Software-Application,8.19B
PCPC,Periphas Capital Partnering,Blank Check / SPAC,432.30M
PCRX,Pacira Biosciences,Pharmaceuticals,2.83B
PCSA,Processa Pharmaceuticals,Biotechnology,62.55M
PCSB,PCSB Financial,Thrifts &amp; Mortgage Finance,287.94M
PCT,PureCycle Technologies,Pollution &amp; Treatment Controls,768.90M
PCTI,PCTEL,Communications Equipment,97.40M
PCTY,Paylocity Holding,Software,10.20B
PCVX,Vaxcyte,Biotechnology,921.63M
PCX,Parsec Capital Acquisitions,Blank Check / SPAC,93.19M
PCYG,Park City Group,Software,111.16M
PCYO,Pure Cycle,Water Utilities,293.29M
PD,PagerDuty,Software,2.59B
PDCE,PDC Energy,"Oil, Gas &amp; Consumable Fuels",5.26B
PDCO,Patterson Companies,Health Care Providers &amp; Services,2.71B
PDD,Pinduoduo,Internet &amp; Direct Marketing Retail,78.22B
PDEX,Pro-Dex,Health Care Equipment &amp; Supplies,86.93M
PDFS,PDF Solutions,Semiconductors &amp; Semiconductor Equipment,967.99M
PDLB,PDL Community Bancorp,Thrifts &amp; Mortgage Finance,260.63M
PDM,Piedmont Office Realty Trust,"Equity Real Estate 
Investment Trusts...",2.22B
PDOT,Peridot Acquisition II,Blank Check / SPAC,495.76M
PDS,Precision Drilling,Energy Equipment &amp; Services,541.83M
PDSB,PDS Biotechnology,Biotechnology,162.38M
PEAK,Healthpeak Properties,"Equity Real Estate 
Investment Trusts...",18.89B
PEAR,Pear Therapeutics,Health Information Services,577.38M
PEB,Pebblebrook Hotel Trust,"Equity Real Estate 
Investment Trusts...",2.90B
PEBK,Peoples Bancorp of North Carolina,Banks,158.47M
PEBO,Peoples Bancorp,Banks,918.01M
PECO,Phillips Edison &amp; Company,REIT-Retail,609.17M
PED,Pedevco,"Oil, Gas &amp; Consumable Fuels",90.10M
PEG,Public Service Enterprise Group,Multi-Utilities,33.09B
PEGA,Pegasystems,Software,7.52B
PEGR,Project Energy Reimagined Acquisition,Blank Check / SPAC,302.50M
PEI,Pennsylvania Real Estate Investment Trust,"Equity Real Estate 
Investment Trusts...",77.01M
PEN,Penumbra,Health Care Equipment &amp; Supplies,8.16B
PENN,Penn National Gaming,"Hotels, Restaurants &amp; Leisure",6.94B
PEP,PepsiCo,Beverages,240.89B
PEPL,PepperLime Health Acquisition,Blank Check / SPAC,183.19M
PERI,Perion Network,Media,878.37M
PESI,Perma-Fix Environmental Services,Commercial Services &amp; Supplies,77.70M
PETQ,PetIQ,Health Care Providers &amp; Services,598.73M
PETS,PetMed Express,Internet &amp; Direct Marketing Retail,502.84M
PETV,PetVivo Holdings,Health Care Equipment &amp; Supplies,25.27M
PETZ,TDH Holdings,Food Products,49.59M
PFBC,Preferred Bank,Banks,1.12B
PFC,Premier Financial,Thrifts &amp; Mortgage Finance,1.09B
PFDR,Pathfinder Acquisition,Blank Check / SPAC,394.88M
PFE,Pfizer,Pharmaceuticals,296.30B
PFG,Principal Financial Group,Insurance,19.08B
PFGC,Performance Food Group Company,Food &amp; Staples Retailing,6.69B
